caption	url	width	height	absolute_image_path	index	subject	prompt
Paterson's 'Camp Coffee & Chicory' glass bottle	https://upload.wikimedia.org/wikipedia/commons/7/75/Bottle%2C_essence_%28AM_629460%29.jpg	1704	2272	/data/output_images/00004/000049133.jpg	932	Camp Coffee & Chicory glass bottle	A vintage Camp Coffee & Chicory glass bottle displayed on a rustic kitchen counter with herbs and spices around it
Half timbered house at Libeek	https://upload.wikimedia.org/wikipedia/commons/e/ed/Sint_Geertruid-Libeek_24_%282%29.JPG	4000	3000	/data/output_images/00004/000048952.jpg	930	half timbered house	A half timbered house situated in a picturesque village surrounded by rolling hills
Second-generation FX-05 assault rifle.	https://upload.wikimedia.org/wikipedia/commons/c/c4/Fusil_FX-05_noBG.png	1850	700	/data/output_images/00005/000050054.jpg	955	FX-05 assault rifle	A FX-05 assault rifle displayed on a military training range
Link bracelet	https://upload.wikimedia.org/wikipedia/commons/5/5a/Shadowkite-bracelet-lc.jpg	1200	1200	/data/output_images/00005/000050325.jpg	952	Link bracelet	A beautiful link bracelet displayed on a velvet cushion in an elegant jewelry store
Bettega's Lancia 037.	https://upload.wikimedia.org/wikipedia/commons/d/d8/Lancia_037_AMI_2006.JPG	1191	836	/data/output_images/00004/000048539.jpg	918	Lancia 037	A Lancia 037 racing through a winding mountain road during a rally
A living Terebralia horn sea snail	https://upload.wikimedia.org/wikipedia/commons/f/f5/Terebralia_palustris_2.png	1600	1063	/data/output_images/00004/000044066.jpg	837	Terebralia horn sea snail	A Terebralia horn sea snail crawling on a coral reef
1954 Plymouth Savoy four door sedan	https://upload.wikimedia.org/wikipedia/commons/4/46/1954_Plymouth_Savoy.jpg	2048	1536	/data/output_images/00004/000049502.jpg	940	1954 Plymouth Savoy	A 1954 Plymouth Savoy parked in front of a vintage diner
1955 Packard 400	https://upload.wikimedia.org/wikipedia/commons/9/94/Packard_400_1955.jpg	800	333	/data/output_images/00005/000051226.jpg	976	1955 Packard 400	A 1955 Packard 400 driving along a scenic coastal road with ocean views
FAP 1314 fire truck in Perast, Montenegro	https://upload.wikimedia.org/wikipedia/commons/9/97/Fire_engine_in_Perast.jpg	2592	1944	/data/output_images/00005/000051182.jpg	978	FAP 1314 fire truck	A FAP 1314 fire truck parked in a bustling city street with modern buildings
Wild Gladiolus Palustris, Behbahan	https://upload.wikimedia.org/wikipedia/commons/c/c4/%DA%AF%D9%84%D8%A7%DB%8C%D9%88%D9%84_%D8%B4%D9%85%D8%B4%DB%8C%D8%B1%DB%8C_%D8%AE%D9%88%D8%AF%D8%B1%D9%88%D8%8C_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86%E2%80%8C%D9%85%D8%A7%D9%87_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86.jpg	3000	2158	/data/output_images/00004/000048076.jpg	913	Wild Gladiolus Palustris	Wild Gladiolus Palustris blooming in a serene botanical garden
Red-necked avocet	http://upload.wikimedia.org/wikipedia/commons/8/85/Recurvirostra_novaehollandiae_in_flight_-_Lake_Joondalup.jpg	3113	2076	/data/output_images/00004/000048688.jpg	922	Red-necked avocet	A Red-necked avocet soaring over a vibrant coastal beach at sunset
Saab 900i 5-door	http://upload.wikimedia.org/wikipedia/commons/3/31/Saab_900i_16v_285.jpg	2500	1800	/data/output_images/00005/000051389.jpg	982	Saab 900i 5-door	A Saab 900i 5-door parked in a scenic mountain landscape
FBI Mine Resistant Ambush vehicle	https://upload.wikimedia.org/wikipedia/commons/f/fd/FBI_Mine_Resistant_Ambush_vehicle.jpg	2100	1500	/data/output_images/00005/000051720.jpg	990	FBI Mine Resistant Ambush vehicle	An FBI Mine Resistant Ambush vehicle driving through a dense jungle
1949 Buick Super Sedanet rear	https://upload.wikimedia.org/wikipedia/commons/5/5a/1949_Buick_Sedanette.jpg	2490	1382	/data/output_images/00005/000052372.jpg	1005	1949 Buick Super Sedanet	A 1949 Buick Super Sedanet parked in front of a vintage diner
1963 Alfa Romeo Giulia TZ	https://upload.wikimedia.org/wikipedia/commons/4/42/1963_Alfa_Romeo_Giulia_TZ_in_ivory_%28Lime_Rock%29.jpg	5131	2969	/data/output_images/00005/000051882.jpg	996	1963 Alfa Romeo Giulia TZ	A 1963 Alfa Romeo Giulia TZ racing on a scenic mountain road
1959 Volkswagen Westfalia Camper at The Henry Ford	https://upload.wikimedia.org/wikipedia/commons/a/ac/Volkswagen_Type_2_at_The_Henry_Ford_-_July_2017.jpg	4605	3454	/data/output_images/00004/000047015.jpg	901	1959 Volkswagen Westfalia Camper	A 1959 Volkswagen Westfalia Camper parked on a beach during sunset
A Boeing 707-120B, the earliest production variant of the 707	https://upload.wikimedia.org/wikipedia/commons/b/be/Turkish_Airlines_Boeing_707_at_Zurich_-_April_1976.jpg	1024	683	/data/output_images/00005/000052973.jpg	1016	Boeing 707-120B	A Boeing 707-120B flying over a bustling city skyline during sunset
Front and side of the house	https://upload.wikimedia.org/wikipedia/commons/6/68/Lloyd_Tilghman_House.jpg	2816	2112	/data/output_images/00005/000050002.jpg	950	house	A charming house with a porch surrounded by a lush garden in a suburban neighborhood
A 1955 Lotus Mk IX	http://upload.wikimedia.org/wikipedia/commons/6/60/Lotus_MkIX.jpg	790	501	/data/output_images/00005/000051833.jpg	995	1955 Lotus Mk IX	A 1955 Lotus Mk IX racing on a scenic mountain road
M1 Garand rifle from the collection of the Swedish Army Museum, Stockholm, Sweden	https://upload.wikimedia.org/wikipedia/commons/a/a5/M1_Garand_rifle_USA_noBg.jpg	2350	1100	/data/output_images/00005/000053878.jpg	1033	M1 Garand rifle	An M1 Garand rifle displayed on a rustic wooden table in a historical military museum
Zetor 50 Super, 1963	http://upload.wikimedia.org/wikipedia/commons/9/9e/Zetor_50_Super_50PS_1963.jpg	1280	960	/data/output_images/00005/000051757.jpg	992	Zetor 50 Super	A Zetor 50 Super tractor working in a sunflower field during sunset
Platter of Fish Boil, which is traditionally served in Door County.	https://upload.wikimedia.org/wikipedia/commons/d/db/DoorCountyWI_FishBoilPlatter.jpg	1200	900	/data/output_images/00005/000054301.jpg	1041	Fish Boil	A platter of Fish Boil served at a seaside picnic with a beautiful sunset in the background
Lighthouse	https://upload.wikimedia.org/wikipedia/commons/8/89/LighthouseAtGopnath.JPG	2136	1660	/data/output_images/00005/000052643.jpg	1009	Lighthouse	A lighthouse standing on a rocky cliff overlooking a stormy sea
A female Himalayan tahr	https://upload.wikimedia.org/wikipedia/commons/e/ef/Prague_07-2016_Zoo_img06_Hemitragus_jemlahicus.jpg	4925	3283	/data/output_images/00005/000050888.jpg	971	female Himalayan tahr	A female Himalayan tahr grazing in a lush green meadow surrounded by wildflowers
Honda CR125M Elsinore	https://upload.wikimedia.org/wikipedia/commons/2/23/Honda_CR125M_ELSINORE.jpg	1600	1200	/data/output_images/00005/000052831.jpg	1012	Honda CR125M Elsinore	A Honda CR125M Elsinore racing through a sandy desert landscape
Introduced eastern rosella	https://upload.wikimedia.org/wikipedia/commons/a/a4/Platycercus_eximius_-The_Briars-8_crop.jpg	1047	1396	/data/output_images/00005/000052198.jpg	1001	eastern rosella	An eastern rosella perched on a branch in a vibrant tropical rainforest
Land Rover 90 Turbo Diesel	https://upload.wikimedia.org/wikipedia/commons/5/51/White_Land_Rover_90_TD_front_left.jpg	2272	1704	/data/output_images/00005/000052750.jpg	1010	Land Rover 90 Turbo Diesel	A Land Rover 90 Turbo Diesel driving along a rugged mountain trail
1969 Chevrolet El Camino SS	https://upload.wikimedia.org/wikipedia/commons/3/31/%2769_Chevrolet_El_Camino_SS_%28Cruisin%27_At_The_Boardwalk_%2713%29.JPG	2809	1493	/data/output_images/00005/000053363.jpg	1024	1969 Chevrolet El Camino SS	A 1969 Chevrolet El Camino SS driving along a coastal highway with ocean views
Nissan Cedric 130 Special 6	https://upload.wikimedia.org/wikipedia/commons/1/19/130Cedric6.jpg	800	487	/data/output_images/00005/000051667.jpg	987	Nissan Cedric 130 Special 6	A Nissan Cedric 130 Special 6 parked on a scenic coastal road during sunset
King quail	https://upload.wikimedia.org/wikipedia/commons/8/8d/Excalfactoria_chinensis_%28aka%29.jpg	1500	1020	/data/output_images/00005/000054589.jpg	1045	King quail	A King quail foraging in a lush tropical rainforest
Sarsilmaz Kilinc 2000 Mega 9x19mm pistol	https://upload.wikimedia.org/wikipedia/commons/f/f1/Sarsilmaz_Kilinc2000_3.jpg	2191	1505	/data/output_images/00005/000052776.jpg	1011	Sarsilmaz Kilinc 2000 Mega 9x19mm pistol	A Sarsilmaz Kilinc 2000 Mega 9x19mm pistol displayed on a shooting range with targets in the background
Black bear and cub near Tower Fall	https://upload.wikimedia.org/wikipedia/commons/9/93/Black_bear_sow_with_cub%2C_Tower_Fall_%2818393659291%29.jpg	5760	3840	/data/output_images/00005/000054764.jpg	1049	Black bear and cub	A black bear and cub wandering through a snowy mountain landscape
M29C Water Weasel	http://upload.wikimedia.org/wikipedia/commons/b/b8/M-29C_Water_Weasel.jpg	2832	2128	/data/output_images/00005/000054777.jpg	1050	M29C Water Weasel	An M29C Water Weasel traversing through a snowy landscape
Early 20th century Indian nose ring	https://upload.wikimedia.org/wikipedia/commons/0/02/Nose_ring%2C_northern_India%2C_early_20th_century%2C_gold%2C_rubies%2C_emeralds%2C_diamonds%2C_pearls_and_enamel%2C_HAA.JPG	1372	1628	/data/output_images/00005/000054847.jpg	1052	Indian nose ring	An ornate Indian nose ring displayed on a traditional wooden jewelry box in a vibrant market setting
A brown-necked raven in Merzouga	https://upload.wikimedia.org/wikipedia/commons/6/68/Brown-necked_Raven_-_Merzouga_-_Morocco_07_3411_%2822160964904%29.jpg	1140	760	/data/output_images/00005/000055849.jpg	1068	brown-necked raven	A brown-necked raven perched on a branch in a lush green forest
Wrangler Unlimited with doors removed	https://upload.wikimedia.org/wikipedia/commons/8/8c/Jeep_Wrangler_Rubicon%2C_GIMS_2018%2C_Le_Grand-Saconnex_%281X7A1811%29.jpg	6720	4480	/data/output_images/00005/000053304.jpg	1022	Wrangler Unlimited	A Wrangler Unlimited with doors removed driving along a rugged mountain trail
"1918 Studebaker ""special six"""	https://upload.wikimedia.org/wikipedia/commons/9/9b/1918_Studebaker_Special_Six.jpg	990	674	/data/output_images/00005/000054829.jpg	1051	1918 Studebaker special six	A 1918 Studebaker special six parked in front of a vintage diner on a sunny day
2008 Buick Lucerne rear view.	https://upload.wikimedia.org/wikipedia/commons/7/7d/2008_Buick_Lucerne_exterior.jpg	2272	1712	/data/output_images/00005/000054781.jpg	1048	2008 Buick Lucerne	A 2008 Buick Lucerne parked in a scenic mountain overlook
1955 International R-130 pickup truck	https://upload.wikimedia.org/wikipedia/commons/7/73/1955_International_R130_%28131145761%29.jpg	1024	768	/data/output_images/00005/000053716.jpg	1029	1955 International R-130 pickup truck	A 1955 International R-130 pickup truck parked in front of a rustic barn in a countryside setting
SNCF TGV Duplex power car at Gare de Marseille-Saint-Charles, France.	https://upload.wikimedia.org/wikipedia/commons/f/f9/TGV_-_Marseille.JPG	2816	2112	/data/output_images/00005/000055237.jpg	1058	SNCF TGV Duplex power car	An SNCF TGV Duplex power car speeding through a scenic countryside landscape
Alvis Speed Twenty SD 4-door sports saloon 1936	https://upload.wikimedia.org/wikipedia/commons/9/97/1936_Alvis_Speed_Twenty_10135340186.jpg	4608	3456	/data/output_images/00005/000053543.jpg	1027	Alvis Speed Twenty SD 4-door sports saloon 1936	An Alvis Speed Twenty SD 4-door sports saloon 1936 parked in front of a vintage mansion
A Thai Lion Air Boeing 737-900 at the airport	https://upload.wikimedia.org/wikipedia/commons/2/29/HS-LTK_at_CGO_20190406.jpg	3812	2541	/data/output_images/00005/000055542.jpg	1062	Boeing 737-900	A Boeing 737-900 flying over a tropical beach during sunset
1957 Devin MG with a Chevrolet V8	https://upload.wikimedia.org/wikipedia/commons/6/61/1957_Devin_MG_Chevrolet.JPG	2844	1917	/data/output_images/00005/000055506.jpg	1060	1957 Devin MG	A 1957 Devin MG with a Chevrolet V8 racing on a scenic coastal road
Uplighter lamp, white and brown Italian alabaster, base diameter 13 cm (20th century)	https://upload.wikimedia.org/wikipedia/commons/0/00/Alabaster.whole.600pix.jpg	600	1002	/data/output_images/00004/000049861.jpg	945	uplighter lamp	An uplighter lamp made of white and brown Italian alabaster, placed on a stylish nightstand in a cozy bedroom
A Bell 214 of the Islamic Republic of Iran Army Aviation.	https://upload.wikimedia.org/wikipedia/commons/1/12/A_Bell_214_of_IRIAA.jpg	800	533	/data/output_images/00005/000056554.jpg	1084	Bell 214	A Bell 214 helicopter flying over a mountainous landscape
Type 22 Murata repeating rifle	https://upload.wikimedia.org/wikipedia/commons/5/58/Murata_gun.jpg	2506	704	/data/output_images/00005/000056199.jpg	1078	Type 22 Murata repeating rifle	A Type 22 Murata repeating rifle displayed on a wooden table in a vintage military museum
Slant-style conifer	https://upload.wikimedia.org/wikipedia/commons/8/86/Pescia%2C_museo_del_bonsai%2C_juniperus_chinensis%2C_stile_shakan_%28inclinato%29%2C_dalla_cina%2C_circa_50_anni.jpg	3696	3246	/data/output_images/00005/000055861.jpg	1069	Slant-style conifer	A slant-style conifer displayed in a serene Japanese garden with a koi pond
Young Florida raccoon (P. l. elucus) crossing a road	http://upload.wikimedia.org/wikipedia/commons/e/e5/Racoon_crossing_road.JPG	3888	2592	/data/output_images/00005/000056031.jpg	1073	Florida raccoon	A young Florida raccoon exploring a vibrant urban park
Red-capped Robin in New South Wales	https://upload.wikimedia.org/wikipedia/commons/0/0e/Red-capped_Robin_-_Bimbi.jpg	4519	3013	/data/output_images/00005/000056626.jpg	1086	Red-capped Robin	A Red-capped Robin perched on a branch in a vibrant rainforest
American robin with nest-making materials	https://upload.wikimedia.org/wikipedia/commons/3/39/Robin_with_nest-making_materials.jpg	3516	2344	/data/output_images/00005/000056685.jpg	1090	American robin	An American robin gathering twigs and leaves in a vibrant city park
Maschinengewehr Modell 1900 on its tripod.	https://upload.wikimedia.org/wikipedia/commons/7/76/Mitrailleuse-p1000733.jpg	2560	1920	/data/output_images/00005/000056313.jpg	1080	Maschinengewehr Modell 1900	A Maschinengewehr Modell 1900 mounted on its tripod in a historical battlefield setting
2001 Ferrari 550 Barchetta Pininfarina	https://upload.wikimedia.org/wikipedia/commons/9/9a/2001_Ferrari_550_Barchetta_no_135%2C_front_right_side.jpg	5442	3618	/data/output_images/00005/000055766.jpg	1067	2001 Ferrari 550 Barchetta Pininfarina	A 2001 Ferrari 550 Barchetta Pininfarina driving along a coastal road with ocean views
1963 Ford Fairlane 500 Custom Ranch Wagon	https://upload.wikimedia.org/wikipedia/commons/d/db/1963_Ford_Fairlane_500_Ranch_Wagon.jpg	960	512	/data/output_images/00005/000056678.jpg	1089	1963 Ford Fairlane 500 Custom Ranch Wagon	A 1963 Ford Fairlane 500 Custom Ranch Wagon parked in front of a vintage diner
1974 Lola T332.	https://upload.wikimedia.org/wikipedia/commons/b/b8/Lola_T332_Mallory_Park.JPG	1600	890	/data/output_images/00005/000056257.jpg	1079	1974 Lola T332	A 1974 Lola T332 racing car speeding on a coastal road during sunset
1977 TVR 1600M, with the third and last taillight configuration	https://upload.wikimedia.org/wikipedia/commons/8/82/Tvr_1600_ar.jpg	800	600	/data/output_images/00005/000056724.jpg	1092	1977 TVR 1600M	A 1977 TVR 1600M parked on a scenic coastal road with the ocean in the background
Roewe Marvel X (rear)	https://upload.wikimedia.org/wikipedia/commons/b/b6/Roewe_Marvel_X_004_China_2019-04-04.jpg	1300	912	/data/output_images/00005/000057046.jpg	1099	Roewe Marvel X	A Roewe Marvel X parked in a scenic mountain landscape
A Mitsubishi Pajero of the Wellington Free Ambulance	https://upload.wikimedia.org/wikipedia/commons/b/bb/Wellington_Free_Ambulance%2C_Mitsubishi_Pajero.jpg	1024	768	/data/output_images/00005/000057091.jpg	1101	Mitsubishi Pajero	A Mitsubishi Pajero driving through a rural countryside road during sunset
Mark 3 SR.N4 hovercraft, Dover.	https://upload.wikimedia.org/wikipedia/commons/8/86/SRN4_Hovercraft_Mountbatten_Class.jpg	1756	1128	/data/output_images/00005/000056736.jpg	1094	Mark 3 SR.N4 hovercraft	A Mark 3 SR.N4 hovercraft gliding over a calm river at sunset
McDonnell RF-4E Phantom II of the Luftwaffe's AKG52 unit in 1977	https://upload.wikimedia.org/wikipedia/commons/b/b2/McD_RF-4E_3554_AKG52_GC_25.06.77_edited-3.jpg	1024	738	/data/output_images/00005/000057499.jpg	1105	McDonnell RF-4E Phantom II	A McDonnell RF-4E Phantom II flying over a mountainous landscape during sunset
A shrimp wonton	https://upload.wikimedia.org/wikipedia/commons/b/b7/Wonton_1.JPG	2048	1536	/data/output_images/00005/000058827.jpg	1126	shrimp wonton	A shrimp wonton served on a traditional bamboo steamer in a vibrant Asian market
